"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-11698","스카이빌","송파구","송파동","110-14","표제부","공동주택(다세대주택)","철근콘크리트구조","559.66","5/0","270.4","159.57","59.01","206.97","철근콘크리트구조","(철근)콘크리트,평스라브","20020308","20030530","20040721"
"11710-100464522",,"송파구","송파동","110-15","표제부","공동주택(다세대주택)","철근콘크리트구조","420.86","5/0","213.7","126.91","59.39","196.94","철근콘크리트구조","(철근)콘크리트","20140602","20140623","20141027"
"11710-4068",,"송파구","송파동","110-16","일반건축물","주택","벽돌구조","178.92","2/1","0","0","0","0","연와조","경사스라브위기와","19830316",,"19830525"
"11710-100187554",,"송파구","송파동","110-17","표제부","공동주택(다세대주택)","철근콘크리트구조","419","5/0","187.4","111.72","59.615795","223.58","철근콘크리트구조","평스라브","20080509","20080610","20081007"
"11710-100179647",,"송파구","송파동","110-18","표제부","공동주택(다세대주택)","철근콘크리트구조","375.12","5/0","187.3","111.72","59.65","200.28","철근콘크리트구조","평스라브","20080404","20080411","20080902"
"11710-100174355",,"송파구","송파동","110-19","표제부","다세대주택","철근콘크리트구조","364.01","4/0","190.9","113.98","59.71","190.68","철근콘크리트구조","평스라브","20071030","20071030","20080404"
"11710-100240206",,"송파구","송파동","110-20","표제부","공동주택 외1","철근콘크리트구조","788.55","6/0","371.1","202.89","54.67","212.49","철근콘크리트구조","평스라브","20110610","20110611","20120118"
"11710-20053",,"송파구","송파동","110-21","일반건축물","주택","벽돌구조","200.34","2/1","171.54","0","0","0","연와조","경사스라브위세멘기와","19830310",,"19830526"
"11710-100526523","스노우화이트","송파구","송파동","110-22","표제부","다세대주택","철근콘크리트구조","424.46","5/1","166.9","98.89","59.25","197.36","철근콘크리트구조","(철근)콘크리트","20161018","20161118","20190412"
"11710-100526523","스노우화이트","송파구","송파동","110-22","표제부","다세대주택","철근콘크리트구조","424.46","5/1","166.9","98.89","59.25","197.36","철근콘크리트구조","(철근)콘크리트","20161018","20161118","20190412"
"11710-5281",,"송파구","송파동","110-23","일반건축물","단독주택","벽돌구조","247.32","2/1","0","0","0","0","연와조","경사스라브위기와","19860426",,"19871021"
"11710-7526",,"송파구","송파동","110-24","표제부","공동주택(다세대주택)","철근콘크리트구조","476.47","5/0","266.1","145.23","54.58","179.06","철근콘크리트구조","(철근)콘크리트, 평스라브","20040303","20040311","20040810"
"11710-11510",,"송파구","송파동","110-25","일반건축물","단독주택","벽돌구조","248.17","2/1","183","90.19","49.07","85.19","연와조","경사스라브위기와","19860519",,"19860901"
"11710-100171792",,"송파구","송파동","110-26","표제부","다세대주택","철근콘크리트구조","497","5/0","248.9","149.24","59.96","199.68","철근콘크리트구조","평스라브","20070903","20070914","20080109"
"11710-20993",,"송파구","송파동","110-28","일반건축물","다가구용단독주택(5가구)","벽돌구조","229.83","2/1","169.3","87.47","51.67","90.5","연와조","평스라브","19910708","19911229","19920615"
"11710-20581","청록빌라B","송파구","송파동","111","표제부","공동주택","철근콘크리트구조","413.64","5/0","176.1","105.32","59.81","234.89","철근콘크리트구조","평스라브","20020930","20030305","20030726"
"11710-130",,"송파구","송파동","111-1","총괄표제부","공동주택",,"527.12","/",,,,,,,,,
"11710-100242267",,"송파구","송파동","111-2","표제부","다세대주택","철근콘크리트구조","523.74","5/0","262.2","156.17","59.56","199.75","철근콘크리트구조","평슬래브","20120209","20120215","20120628"
"11710-100451718",,"송파구","송파동","111-3","표제부","공동주택(다세대주택)","철근콘크리트구조","395.88","5/0","199","119.1","59.85","198.93","철근콘크리트구조","평스라브","20120628","20120831","20130704"
"11710-3499",,"송파구","송파동","111-4","표제부","공동주택(다세대주택)","철근콘크리트구조","417.38","6/0","186.8","118.2","63.28","223.44","철근콘크리트구조","(철근)콘크리트,평스라브","20041008","20050225","20050616"
"11710-6863",,"송파구","송파동","111-5","일반건축물","근린생활시설, 다가구주택","철근콘크리트구조","480.26","4/1","187.4","93.52","49.9","192.21","철근콘크리트조","평스라브","19920220","19920519","19920626"
"11710-21290",,"송파구","송파동","111-6","일반건축물","다가구주택(9가구)","철근콘크리트구조","542.2","3/1","272.8","163.19","59.82","152.05","철근콘크리트조","평스라브","20010202","20010225","20010614"
"11710-100521201",,"송파구","송파동","111-7","표제부","다세대주택","철근콘크리트구조","352.53","5/0","176.4","105.4","59.75","199.85","철근콘크리트구조","(철근)콘크리트","20171127","20180313","20181004"
"11710-5251",,"송파구","송파동","111-8","표제부","공동주택","철근콘크리트구조","377.03","5/0","196.9","117.76","59.81","191.48","철근콘크리트구조","평스라브","20030719","20030815","20040119"
"11710-8604","다림 빌리지","송파구","송파동","111-9","표제부","공동주택(다세대주택)","철근콘크리트구조","396.43","4/1","164.8","98.88","60","195.43","철근콘크리트조","평스라브","20010619","20010723","20020724"
"11710-100479087","동광팰리스","송파구","송파동","111-10","표제부","도시형생활주택(단지형다세대)","철근콘크리트구조","725.16","6/0","362.6","216.21","59.63","199.99","철근콘크리트조","평스라브","20150828","20150901","20160331"
"11710-19024",,"송파구","송파동","111-11","일반건축물","근린생활시설, 주택","철근콘크리트구조","850.8","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19871130",,"19880512"
"11710-18238",,"송파구","송파동","111-12","표제부","다세대주택(9세대), 근린생활시설","벽돌구조","433.76","3/1","212.9","105.06","49.53","142.87","연와조","평스라브","19830406",,"19831223"
"11710-15459",,"송파구","송파동","111-14","표제부","공동주택(다세대주택)","철근콘크리트구조","528.88","5/0","262.1","157.02","59.91","201.79","철근콘크리트구조","(철근)콘크리트,평스라브","20020911","20030715","20040712"
"11710-100527622",,"송파구","송파동","111-16","표제부","다세대주택","철근콘크리트구조","296.34","5/0","175.6","104.92","59.75","168.76","철근콘크리트구조","(철근)콘크리트","20180406","20190114","20190605"
"11710-100527622",,"송파구","송파동","111-16","표제부","다세대주택","철근콘크리트구조","296.34","5/0","175.6","104.92","59.75","168.76","철근콘크리트구조","(철근)콘크리트","20180406","20190114","20190605"
"11710-100232437",,"송파구","송파동","111-17","표제부","공동주택(다세대주택)","철근콘크리트구조","396.52","5/0","182.6","109.12","59.76","217.15","철근콘크리트구조","평스라브","20100707","20100723","20110119"
"11710-100463942",,"송파구","송파동","111-18","표제부","근린생활시설.다세대주택","철근콘크리트구조","576.65","5/0","288.6","163.19","56.55","199.8","철근콘크리트구조","평스라브","20140313","20140402","20140925"
"11710-5481",,"송파구","송파동","111-19","일반건축물","근린생활시설","철근콘크리트구조","489.83","3/1","0","0","0","0","철근콘크리트조","스라브","19820511",,"19830408"
"11710-18765",,"송파구","송파동","111-20","일반건축물","근린생활시설,","철근콘크리트구조","419.89","4/1","181.5","106.76","58.82","211.97","철근콘크리트조,","평스라브","19960607","19960727","19961128"
"11710-11153",,"송파구","송파동","111-21","일반건축물","근린생활시설, 주택","철근콘크리트구조","484.11","5/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19890413",,"19890907"
"11710-100244901",,"송파구","송파동","111-22","표제부","공동주택(다세대주택)","철근콘크리트구조","354.05","5/0","182.6","109.47","59.95","193.89","철근콘크리트라멘조","(철근)콘크리트","20120329","20120421","20120918"
"11710-100237217",,"송파구","송파동","111-23","표제부","공동주택","철근콘크리트구조","450.96","6/0","182.5","111.84","61.28","247.1","철근콘크리트구조","평스라브","20110310","20110316","20110825"
"11710-100559042","포레스트 빌","송파구","송파동","111-24","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","329.78","5/0","182.6","108.84","59.61","180.6","철근콘크리트조","(철근)콘크리트","20201016","20210222","20211006"
"11710-100242737","해오름빌","송파구","송파동","111-25","표제부","공동주택(다세대주택)","철근콘크리트구조","411.46","6/0","183.5","111.15","60.57","224.23","철근콘크리트구조","평스라브","20120203","20120222","20120718"
"11710-100230484",,"송파구","송파동","111-26","일반건축물","제2종근린생활시설외 1","철근콘크리트구조","595.53","4/1","231.2","133.08","57.56","199.55","철근콘크리트구조","평슬라브","20091217","20100220","20100818"
"11710-11058",,"송파구","송파동","111-27","표제부","공동주택(다세대주택)","철근콘크리트구조","492.48","6/0","200.4","119.68","59.72","245.75","철근콘크리트구조","평스라브","20020813","20030223","20030605"
"11710-15390",,"송파구","송파동","111-28","일반건축물","제1,2종근린생활시설","철근콘크리트구조","734.53","4/1","297.6","147.25","49.48","185.8","철근콘크리트조, 철골조","스라브","19870519",,"19870905"
"11710-19501",,"송파구","송파동","111-29","일반건축물","다가구주택(7가구)","벽돌구조","377.5","3/1","178.4","106.21","59.53","157.87","연와조","평스라브","19950216","19950227","19950705"
"11710-100567162","리치빌","송파구","송파동","111-30","표제부","다세대주택, 근린생활시설","철근콘크리트구조","316.71","5/0","179.2","106.69","59.54","176.74","철근콘크리트조","평지붕,경사지붕","20210617","20220221","20220804"
"11710-100460466",,"송파구","송파동","111-31","표제부","공동주택(다세대주택 원룸형), 근린생활시설","철근콘크리트구조","447.64","5/1","178.2","105.03","58.94","195.3","철근콘크리트구조","(철근)콘크리트","20120704","20121015","20140220"
"11710-19821",,"송파구","송파동","111-32","일반건축물","근린생활시설, 주택","철근콘크리트구조","433.51","4/1","0","0","0","0","철근콘크리트구조","평스라브","19890520",,"19891226"
"11710-100237237",,"송파구","송파동","111-33","표제부","다세대주택","철근콘크리트구조","341.05","5/0","175.9","105.09","59.74","193.89","철근콘크리트구조","평스라브","20110415","20110419","20110831"
