"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-12246",,"송파구","송파동","134","일반건축물","근린생활시설","철근콘크리트구조","619.45","1/1","1139.7","569.65","49.98","49.98","철근콘크리트조","평스라브","19850911",,"19861118"
"11710-11747",,"송파구","송파동","134-1","일반건축물","근린생활시설","철근콘크리트구조","1199.7","5/1","397.1","200.5","49.95","242.01","철근콘크리트조","스라브","19880730",,"19881207"
"11710-8216","천주교송파동성당","송파구","송파동","134-2","일반건축물","교육연구및복지시설외1","철근콘크리트구조","3134.68","5/1","1292.7","685.8","53.05","195.43","철근콘크리트조","철골지붕,동판잇기",,,"19831230"
"11710-17338",,"송파구","송파동","134-3","일반건축물","근린생활시설","철근콘크리트구조","853.2","4/1","0","0","0","0","철근콘크리트조","스라브","19830425",,"19831216"
"11710-8145",,"송파구","송파동","135","일반건축물","근린생활시설","철근콘크리트구조","1626.59","4/1","660.7","303.16","49.97","197.47","철근콘크리트조","스라브","19880513",,"19881104"
"11710-6882",,"송파구","송파동","135-1","일반건축물","제2종근린생활시설,일반음식점","철근콘크리트구조","398.28","2/0","372.5","199.14","53.46","106.92","철근콘크리트구조","기타지붕,평슬라브","20030627","20030701","20050519"
"11710-23991",,"송파구","송파동","135-2","일반건축물","근린생활시설","철근콘크리트구조","742.4","3/1","0","0","0","0","철근콘크리트조","스라브","19840222",,"19840730"
"11710-100498903","서재곤 링커병원","송파구","송파동","135-3","일반건축물","의료시설","철근콘크리트구조","4921.19","7/4","930.8","458.11","49.2168","249.812","철근콘크리트구조","(철근)콘크리트","20150629","20151211","20170320"
"11710-22889",,"송파구","송파동","135-5","일반건축물","근린생활시설","철근콘크리트구조","496.1","3/1","0","0","0","0","철근콘크리트조","스라브",,,"19821223"
"11710-21681",,"송파구","송파동","135-6","일반건축물","근린생활시설","철근콘크리트구조","974.92","4/1","1190","375.57","31.56","78.14","철근콘크리트조","샌드위치판넬","20000420","20000906","20041004"
"11710-16904",,"송파구","송파동","135-7","일반건축물","근린생활시설","철근콘크리트구조","686.76","4/1","284.6","141.6","49.75","191","철근콘크리트조","평스라브","19900629","19900713","19910202"
"11710-12409",,"송파구","송파동","135-8","일반건축물","근린생활시설,","철근콘크리트구조","1076.09","4/1","468.1","226.59","48.41","187.03","철근콘크리트조","스라브","19880805","19880805","19890201"
"11710-21616",,"송파구","송파동","135-9","일반건축물","근린생활시설,","철근콘크리트구조","859.1","4/1","0","0","0","0","철근콘크리트조","스라브","19840618",,"19841124"
"11710-100242606",,"송파구","송파동","135-10","표제부","공동주택","철근콘크리트구조","338.67","5/0","167.7","83.16","49.59","201.95","철근콘크리트구조","평스라브","20120105","20120228","20120713"
"11710-20278",,"송파구","송파동","135-11","표제부","다세대주택","벽돌구조","659.04","3/1","377.7","172.44","45.66","131.06","연와조","평스라브","19900905","19901127","19910902"
"11710-15533","그린빌","송파구","송파동","135-12","표제부","공동주택(다세대주택)","철근콘크리트구조","543.24","4/0","255.2","145.44","56.99","189.08","철근콘크리트구조","(철근)콘크리트,평스라브","20030612","20030629","20040901"
"11710-15541",,"송파구","송파동","135-13","일반건축물","근린생활시설","벽돌구조","311.06","2/1","0","0","0","0","연와조, 세멘벽돌조","평스라브,","19830323",,"19830717"
"11710-100224379",,"송파구","송파동","135-16","일반건축물","제1종근린생활시설","일반철골구조","93.73","1/0","189.5","93.73","49.46","49.46","일반철골구조","평슬라브","20081125","20081128","20090203"
"11710-13049",,"송파구","송파동","135-17","일반건축물","근린생활시설, 다가구주택","철근콘크리트구조","371.26","3/1","0","0","0","0","철근콘크리트조,  , 벽돌조","평스라브","19860603",,"19890814"
"11710-100236406",,"송파구","송파동","135-19","표제부","다세대주택 외1","철근콘크리트구조","332.84","5/0","167.6","83.16","49.62","198.59","철근콘크리트구조","(철근)콘크리트","20110308","20110314","20110714"
"11710-8746",,"송파구","송파동","135-20","일반건축물","근린생활시설","철근콘크리트구조","385.2","3/1","198.24","0","0","0","철근콘크리트조, 세멘벽돌조","스라브","19840423",,"19840727"
"11710-13359",,"송파구","송파동","135-21","일반건축물","단독주택","벽돌구조","248.22","2/1","0","0","0","0","연와조","경사스라브위기와","19850311",,"19850725"
"11710-10613",,"송파구","송파동","135-22","일반건축물","근린생활시설","경량철골구조","126","2/1","190.5","88.2","46.3","56.69","경량철골조","슈퍼판넬","19911206","19920124","19920622"
"11710-18268",,"송파구","송파동","135-23","일반건축물","단독주택","벽돌구조","249.08","2/1","181.8","0","0","0","연와조","경사스라브위기와","19850401",,"19850904"
"11710-11099",,"송파구","송파동","136","표제부","다세대주택(10세대)","철근콘크리트구조","448.8","4/1","171.1","93.6","54.7","209.7","철근콘크리트조, 세멘벽돌조","스라브","19930409","19930517","19930813"
"11710-20134",,"송파구","송파동","136-1","표제부","다세대주택(10세대)","철근콘크리트구조","592.18","4/1","225.9","129.57","57.35","207.37","철근콘크리트조, 세멘벽돌조","경사스라브위기와","19930109","19930119","19930604"
"11710-22602",,"송파구","송파동","136-2","표제부","공동주택(다세대주택)","철근콘크리트구조","370.19","6/0","167","90.59","54.24","221.67","철근콘크리트구조","평스라브","20040302","20040826","20041222"
"11710-9054",,"송파구","송파동","136-3","표제부","다세대주택","벽돌구조","245.69","2/1","0","0","0","0","연와조","경사스라브위기와","19860628",,"19861101"
"11710-100242006",,"송파구","송파동","136-4","표제부","다세대주택","철근콘크리트구조","521.12","5/0","227.2","131.54","57.9","229.37","철근콘크리트구조","평슬라브","20110718","20120302","20120615"
"11710-100468142","송파동 136-5 공동주택","송파구","송파동","136-5","표제부","공동주택(다세대주택)","철근콘크리트구조","388.68","5/0","198.9","118.56","59.61","195.41","철근콘크리트구조","(철근)콘크리트","20141007","20141020","20150410"
"11710-100483963","해솔빌","송파구","송파동","136-6","표제부","근린생활시설 및 다세대주택","철근콘크리트구조","327.92","5/0","165.6","98.28","59.35","198.02","철근콘크리트구조","평지붕","20160317","20160509","20160907"
"11710-24344",,"송파구","송파동","136-7","표제부","다세대주택","벽돌구조","246.78","2/1","0","0","0","0","연와조","평스라브","19860321",,"19860621"
"11710-4259","대경리치빌","송파구","송파동","136-8","표제부","공동주택(다세대주택)","철근콘크리트구조","407.77","5/0","201.3","120.67","59.95","202.57","철근콘크리트구조","(철근)콘크리트(평스라브)","20030522","20030620","20040831"
"11710-16703",,"송파구","송파동","136-9","일반건축물","근린생활시설, 공장","철근콘크리트구조","577.14","4/1","0","0","0","0","철근콘크리트조","평스라브","19920307",,"19921013"
"11710-100465800","엘에이치케이빌딩","송파구","송파동","136-10","표제부","다세대주택","철근콘크리트구조","415.14","5/1","198.3","118.56","59.79","196.01","철근콘크리트구조","(철근)콘크리트","20140514","20140526","20141217"
"11710-19584",,"송파구","송파동","136-11","일반건축물","근린생활시설, 주택","철근콘크리트구조","492.8","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","스라브","19860412",,"19860813"
"11710-20634","드림빌","송파구","송파동","136-12","표제부","공동주택","철근콘크리트구조","633.18","5/0","256","152.96","59.75","247.34","철근콘크리트구조","평스라브","20020916","20021011","20030416"
"11710-100526782",,"송파구","송파동","136-13","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","850.19","7/0","426.1","206.88","48.55","199.53","철근콘크리트구조","(철근)콘크리트","20180629","20180724","20190424"
"11710-100526782",,"송파구","송파동","136-13","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","850.19","7/0","426.1","206.88","48.55","199.53","철근콘크리트구조","(철근)콘크리트","20180629","20180724","20190424"
"11710-100526782",,"송파구","송파동","136-13","표제부","공동주택","철근콘크리트구조","850.19","7/0","426.1","206.88","48.55","199.53","철근콘크리트구조","(철근)콘크리트","20180629","20180724","20190424"
"11710-23443",,"송파구","송파동","136-15","일반건축물","단독주택","벽돌구조","244.03","2/1","0","0","0","0","연와조","경사스라브위기와","19850723",,"19851128"
"11710-100503761","동광팰리스","송파구","송파동","136-16","총괄표제부","도시형생활주택(단지형다세대주택)",,"2581.96","/",,,,,,,,,
"11710-13262",,"송파구","송파동","136-17","표제부","다세대주택","벽돌구조","249.66","2/1","0","0","0","0","연와조","평스라브","19860715",,"19861110"
"11710-4797","드림빌","송파구","송파동","136-19","표제부","공동주택(다세대주택)","철근콘크리트구조","592.83","5/0","256.1","152.96","59.73","231.48","철근콘크리트구조","평스라브","20020916","20021017","20030521"
"11710-8830","로얄빌","송파구","송파동","136-21","표제부","공동주택(다세대주택)","철근콘크리트구조","407.77","5/0","201.4","120.67","59.92","202.47","철근콘크리트구조","(철근)콘크리트, 평스라브","20030522","20030620","20040907"
"11710-16490","인영하이츠빌","송파구","송파동","136-22","표제부","공동주택","철근콘크리트구조","403.01","5/0","201","119.49","59.45","200.5","철근콘크리트구조","평스라브","20020909","20020917","20030304"
"11710-100179574","스타빌","송파구","송파동","137","표제부","공동주택(다세대주택)","철근콘크리트구조","460.89","4/0","221.3","131.04","59.21","208.26","철근콘크리트구조","경사스라브","20080428","20080502","20080826"
"11710-100522023",,"송파구","송파동","137-1","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","658.05","5/0","330.29","193.96","58.72","199.23","철근콘크리트구조","(철근)콘크리트","20180219","20180326","20181026"
"11710-100522023",,"송파구","송파동","137-1","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","658.05","5/0","330.29","193.96","58.72","199.23","철근콘크리트구조","(철근)콘크리트","20180219","20180326","20181026"
"11710-20269","오페라하우스1","송파구","송파동","137-3","표제부","다세대주택","철근콘크리트구조","658.79","5/0","341.1","168.1","49.28","193.14","철근콘크리트조","평스라브","20010823","20010826","20011228"
"11710-17162",,"송파구","송파동","137-4","표제부","다세대주택(8세대)","철근콘크리트구조","659.36","4/0","396.7","223.03","56.22","166.21","철근콘크리트조","평스라브","19960625","19970924","19981110"
"11710-7685",,"송파구","송파동","137-5","일반건축물","근린생활시설, 주택","철근콘크리트구조","678.86","4/1","265.6","140.85","53.03","186.95","철근콘크리트조, 세멘벽돌조","평슬라브","19930426","19950306","19950901"
"11710-15328",,"송파구","송파동","137-6","일반건축물","근린생활시설","철근콘크리트구조","797.58","4/1","364.6","181.6","49.81","167.59","철근콘크리트조","스라브","19830427",,"19831220"
"11710-21960","태영 하이츠빌","송파구","송파동","137-7","표제부","공동주택","철근콘크리트구조","560.36","5/0","259.5","155.65","59.9807","215.93","철근콘크리트구조","평스라브","20020411","20020417","20020917"
"11710-12308",,"송파구","송파동","137-8","일반건축물","근린생활시설","철근콘크리트구조","706.98","3/1","0","0","0","0","철근콘크리트조","스라브","19840706",,"19841130"
"11710-100522023",,"송파구","송파동","137-1","표제부","공동주택","철근콘크리트구조","658.05","5/0","330.29","193.96","58.72","199.23","철근콘크리트구조","(철근)콘크리트","20180219","20180326","20181026"
"11710-7793","광미주택","송파구","송파동","137-11","표제부","공동주택(다세대주택)외1","철근콘크리트구조","493.71","5/0","181.6","108.4","59.69","271.87","철근콘크리트구조","(철근)콘크리트,평스라브","20020312","20040211","20040630"
"11710-100504441","썬빌리지","송파구","송파동","137-12","표제부","다세대주택","철근콘크리트구조","363.72","5/0","181.9","108.8","59.81","199.96","철근콘크리트구조","평스라브","20160805","20170220","20170721"
"11710-21864","오페라하우스2","송파구","송파동","137-13","표제부","다세대주택","철근콘크리트구조","658.79","5/0","339.6","168.1","49.5","193.99","철근콘크리트조","평스라브","20010823","20010826","20011226"
"11710-100244634","오크하우스","송파구","송파동","138","표제부","공동주택","철근콘크리트구조","659.84","5/0","339","202.5","59.73","194.64","철근콘크리트구조","평스라브","20120314","20120404","20120903"
"11710-100499783","바른채 A동","송파구","송파동","138-1","표제부","다세대주택","철근콘크리트구조","437.77","5/0","219.1","131.18","59.87","199.8","철근콘크리트구조","평슬라브","20160805","20160822","20170413"
"11710-21797",,"송파구","송파동","138-2","일반건축물","다가구용단독주택(8가구)","철근콘크리트구조","459.06","3/1","199.1","119.43","59.98","175.26","철근콘크리트조","평스라브","19961001","19970325","19970828"
"11710-100171627","한울하우스","송파구","송파동","138-3","표제부","다세대주택","철근콘크리트구조","543.4","5/0","276.7","158.01","57.11","196.39","철근콘크리트구조","(철근)콘크리트(평스라브)","20060110","20070906","20080104"
"11710-13270",,"송파구","송파동","138-4","일반건축물","다가구주택(15가구)","철근콘크리트구조","618.39","3/1","268.8","160.76","59.8","173.7","철근콘크리트조,","평스라브","19940706","19950206","19950512"
"11710-10298",,"송파구","송파동","138-5","일반건축물","근린생활시설, 주택","철근콘크리트구조","827.65","4/1","0","0","0","0","철근콘크리트조","평스라브","19890130",,"19890729"
"11710-15403",,"송파구","송파동","138-6","일반건축물","근린생활시설,","철근콘크리트구조","817.1","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19850321",,"19850727"
"11710-14691",,"송파구","송파동","138-7","일반건축물","근린생활시설","경량철골구조","240","2/0","319.2","165.12","51.73","75.19","경량철골조","경사지붕","19951026","19951110","19960305"
"11710-100475222",,"송파구","송파동","138-8","일반건축물","단독주택(다가구주택) 및 근린생활시설","철근콘크리트구조","321.45","4/0","186.9","111.37","59.59","171.99","철근콘크리트구조","(철근)콘크리트","20150508","20150527","20151217"
"11710-8637",,"송파구","송파동","138-9","일반건축물","다가구주택(11가구)","철근콘크리트구조","419.76","3/1","199.1","115.44","57.98","159.7","철근콘크리트조","평스라브","19960627","19960808","19961226"
"11710-17277",,"송파구","송파동","138-10","일반건축물","다가구용단독주택(11가구)","철근콘크리트구조","458.64","3/1","198.7","117.36","59.06","176.47","철근콘크리트조,","평스라브","19960708","19960808","19961122"
"11710-100447626",,"송파구","송파동","138-11","표제부","공동주택(도시형생활주택, 다세대주택)","철근콘크리트구조","397.04","5/0","198.6","118.98","59.91","199.92","철근콘크리트구조","평슬래브","20120824","20120830","20130401"
"11710-8835","한양캐슬","송파구","송파동","138-12","일반건축물","다가구주택(2가구), 근린생활시설","철근콘크리트구조","348.55","4/0","186.8","111.57","59.73","186.59","철근콘크리트구조","(철근)콘크리트,평스라브","20051007","20060215","20060721"
"11710-6954",,"송파구","송파동","138-13","일반건축물","다가구주택(3가구), 제1,2종근린생활시설","철근콘크리트구조","366.17","4/0","186.9","112","59.93","180","철근콘크리트구조","(철근)콘크리트","20051010","20070417","20070904"
"11710-20871",,"송파구","송파동","138-14","일반건축물","근린생활시설","일반목구조","79.75","1/0","0","0","0","0","목조","트레스위골스레이트","19890506",,"19890701"
"11710-15997",,"송파구","송파동","138-15","일반건축물","근린생활시설, 다가구주택","철근콘크리트구조","199.44","2/0","257.6","127.99","49.68","77.42","철근콘크리트조","평스라브","19930922","19931005","19931215"
"11710-100499743","바른채 B동","송파구","송파동","138-18","표제부","다세대주택","철근콘크리트구조","437.77","5/0","219","131.18","59.9","199.89","철근콘크리트구조","철근콘크리트조","20160805","20160822","20170413"
"11710-100512312",,"송파구","송파동","139","표제부","다세대주택","철근콘크리트구조","476.32","5/0","239.9","142.69","59.48","198.55","철근콘크리트구조","경사지붕","20170322","20170417","20171220"
"11710-100228853",,"송파구","송파동","139-1","표제부","공동주택(다세대주택)","철근콘크리트구조","382.58","5/0","192.6","115.5","59.97","198.64","철근콘크리트구조","평스라브","20090917","20091013","20100322"
"11710-100472662",,"송파구","송파동","139-2","표제부","공동주택(다세대주택)","철근콘크리트구조","489.01","5/0","244.8","146.72","59.93","199.76","철근콘크리트구조","평지붕+경사지붕","20150128","20150303","20150922"
"11710-9646","지은빌라","송파구","송파동","139-3","표제부","공동주택","철근콘크리트구조","464.18","5/0","199.4","119.54","59.95","232.79","철근콘크리트조","평스라브","20011023","20011202","20020522"
"11710-20655","경일아파트","송파구","송파동","139-4","표제부","공동주택","철근콘크리트구조","1747.65","7/2","484.3","237.06","48.95","271.82","철근콘크리트구조/벽식구조","(철근)콘크리트,평스라브","20030519","20030604","20040412"
"11710-443","가동,나동","송파구","송파동","139-5","총괄표제부","다세대주택",,"651.36","/",,,,,,,,,
"11710-443","가동,나동","송파구","송파동","139-5","총괄표제부","다세대주택",,"651.36","/",,,,,,,,,
"11710-100241779","성은교회","송파구","송파동","139-6","총괄표제부","종교시설(교회,주차장,노유자시설,다가구주택)",,"3431.93","/",,,,,,,,,
"11710-19321","수경빌라트","송파구","송파동","139-11","표제부","공동주택","철근콘크리트구조","657.09","4/1","248.5","147.75","59.46","210.04","철근콘크리트조","평스라브","20010711","20010924","20020308"
"11710-100523463",,"송파구","송파동","139-12","표제부","다세대주택","철근콘크리트구조","551.72","5/0","277.9","164.05","59.03","198.53","철근콘크리트구조","(철근)콘크리트","20180402","20180423","20181220"
"11710-100523463",,"송파구","송파동","139-12","표제부","다세대주택","철근콘크리트구조","551.72","5/0","277.9","164.05","59.03","198.53","철근콘크리트구조","(철근)콘크리트","20180402","20180423","20181220"
"11710-11057","삼성빌라","송파구","송파동","139-13","표제부","공동주택","철근콘크리트구조","461.23","5/0","199","117.69","59.14","231.77","철근콘크리트조","평스라브","20020109","20020303","20020829"
"11710-10140",,"송파구","송파동","139-14","일반건축물","다가구용단독주택(7가구)","철근콘크리트구조","438.92","3/1","199","119.13","59.86","172.07","철근콘크리트조","평스라브","19970619","19971201","19980611"
"11710-6632",,"송파구","송파동","139-15","표제부","다세대주택(3가구)","벽돌구조","249.6","2/1","0","0","0","0","연와조","경사스라브위기와","199004",,"19901128"
"11710-19673",,"송파구","송파동","139-16","일반건축물","단독주택","벽돌구조","286.92","2/1","0","0","0","0","연와조","경사스라브위기와","19840222",,"19840703"
"11710-100504721",,"송파구","송파동","139-17","표제부","다세대주택","철근콘크리트구조","384.98","5/0","192.7","114.66","59.5","199.78","철근콘크리트구조","(철근)콘크리트","20161228","20170310","20170814"
"11710-19489","선경빌라트","송파구","송파동","139-18","표제부","다세대주택(8세대)","철근콘크리트구조","657.24","5/0","376.9","172.2","45.68","174.38","철근콘크리트조","평스라브","20010509","20010519","20010926"
"11710-100523482",,"송파구","송파동","139-21","표제부","다세대주택","철근콘크리트구조","580.68","5/0","293","174.07","59.41","198.18","철근콘크리트구조","(철근)콘크리트","20180402","20180423","20181220"
"11710-100523482",,"송파구","송파동","139-21","표제부","다세대주택","철근콘크리트구조","580.68","5/0","293","174.07","59.41","198.18","철근콘크리트구조","(철근)콘크리트","20180402","20180423","20181220"
"11710-100465722","라이프 팰리스 2차","송파구","송파동","139-23","표제부","다세대주택외1","철근콘크리트구조","416.35","5/0","209.6","123","58.68","198.64","철근콘크리트구조","(철근)콘크리트","20120720","20140701","20141215"
"11710-100472653","삼우풍경채","송파구","송파동","139-24","표제부","공동주택(다세대주택)","철근콘크리트구조","489.01","5/0","244.6","146.72","59.98","199.92","철근콘크리트구조","평지붕+경사지붕","20150128","20150303","20150922"
"11710-8444",,"송파구","송파동","141","일반건축물","근린생활시설","철근콘크리트구조","852.1","4/1","0","0","0","0","철근콘크리트조","스라브","19881011",,"19890502"
"11710-20215",,"송파구","송파동","141-1","일반건축물","근린생활시설, 단독주택","철근콘크리트구조","929.76","4/1","446.2","214.7","48.11","157.54","철근콘크리트조, 세멘벽돌조","평스라브","19850327",,"19851219"
"11710-21888","M&S PLAZA","송파구","송파동","141-2","일반건축물","제2종근린생활시설외 2","철근콘크리트구조","4519.46","5/2","1093.6","546.26","49.95","245.02","철근콘크리트라멘조","슬라브","19910107","19910223","19930402"
"11710-20751",,"송파구","송파동","141-3","일반건축물","근린생활시설","철근콘크리트구조","1045","4/1","0","0","0","0","철근콘크리트조","스라브","19860404",,"19860822"
"11710-100467142",,"송파구","송파동","141-4","표제부","공동주택(다세대주택)","철근콘크리트구조","458.09","6/0","218.1","108.34","49.67","210.04","철근콘크리트구조","(철근)콘크리트","20140515","20140526","20150128"
"11710-11423",,"송파구","송파동","141-5","일반건축물","단독주택","벽돌구조","238.84","2/1","0","0","0","0","연와조","경사스라브위기와","19830315",,"19830914"
"11710-8571",,"송파구","송파동","141-6","일반건축물","교육연구및복지시설 외 1","철근콘크리트구조","315.83","3/1","241.1","120.02","49.78","123.53","철근콘크리트구조 외1","평스라브","19830726",,"19840404"
"11710-100536042","지인빌딩","송파구","송파동","141-7","일반건축물","근린생활시설","철근콘크리트구조","1735.54","6/2","507.5","241.56","47.6","249.7","철근콘크리트구조","(철근)콘크리트","20190306","20190601","20200723"
"11710-100509670","중산빌딩","송파구","송파동","141-8","일반건축물","제2종근린생활시설","철근콘크리트구조","1090.05","6/1","330.7","165.23","49.96","248.87","철근콘크리트구조","평지붕","20160831","20161007","20171117"
"11710-25216",,"송파구","송파동","141-9","일반건축물","제2종 근린생활시설 외 2건","철근콘크리트구조","771.93","4/1","330.58","158.73","48.02","188.77","철근콘크리트조","평스라브","19950831","19950901","19951128"
"11710-8939",,"송파구","송파동","141-10","일반건축물","근린생활시설","철근콘크리트구조","1388.97","4/1","528.92","264.13","49.93","198.78","철근콘크리트조","스라브","19870514","19870516","19871201"
"11710-22348",,"송파구","송파동","141-11","일반건축물","단독주택","벽돌구조","249.91","2/1","0","0","0","0","연와조","스라브주위기와","19880602",,"19880905"
"11710-100462795","이솔하우스","송파구","송파동","141-12","표제부","다세대주택","철근콘크리트구조","288.605","5/0","175.7","87.475","49.79","164.26","철근콘크리트구조","평스라브","20130516","20131112","20140801"
"11710-100242618",,"송파구","송파동","141-14","표제부","공동주택","철근콘크리트구조","384.64","5/0","200","99.89","49.94","192.32","철근콘크리트구조","평슬래브","20111227","20120225","20120712"
"11710-100536042","지인빌딩","송파구","송파동","141-7","일반건축물","제1종근린생활시설","철근콘크리트구조","1735.54","6/2","507.5","241.56","47.6","249.7","철근콘크리트구조","(철근)콘크리트","20190306","20190601","20200723"
"11710-100246046",,"송파구","송파동","141-16","표제부","공동주택(도시형생활주택)","철근콘크리트구조","294.69","5/0","176.8","91.82","51.93","166.68","철근콘크리트구조","평슬래브","20120521","20120618","20121128"
"11710-100246523",,"송파구","송파동","141-17","표제부","공동주택(다세대주택)","철근콘크리트구조","319.39","5/0","170.2","84.31","49.54","187.66","철근콘크리트구조","평슬라브","20120725","20120813","20121227"
"11710-100471582",,"송파구","송파동","141-18","표제부","공동주택(다세대주택)","철근콘크리트구조","477.4","5/0","234.5","117.1","49.94","203.58","철근콘크리트구조","평스라브","20150212","20150304","20150813"
"11710-100460086","해피하우스","송파구","송파동","141-20","표제부","공동주택","철근콘크리트구조","467.96","5/0","247.6","123.66","49.94","189","철근콘크리트구조","평스라브","20120829","20130805","20140122"
"11710-100238789",,"송파구","송파동","141-21","표제부","다세대주택 외1","철근콘크리트구조","625.27","6/0","273.5","135.26","49.46","228.62","철근콘크리트구조","평슬라브","20110429","20110603","20111111"
"11710-100463342","자이빌리지","송파구","송파동","141-23","표제부","공동주택(다세대주택)","철근콘크리트구조","279.37","5/0","168.6","84.1","49.88","165.7","철근콘크리트구조","평스라브","20131224","20140227","20140822"
"11710-100462965","건화","송파구","송파동","141-24","표제부","다세대주택","철근콘크리트구조","300.27","5/0","175","87.12","49.78","171.58","철근콘크리트구조","평스라브","20130903","20140227","20140804"
"11710-8755",,"송파구","송파동","141-25","일반건축물","근린생활시설,","철근콘크리트구조","330.76","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19830726",,"19840121"
"11710-7416",,"송파구","송파동","141-26","일반건축물","단독주택외1","벽돌구조","314.26","3/1","0","0","0","0","벽돌구조","평스라브","19830728",,"19831228"
"11710-444",,"송파구","송파동","141-28","총괄표제부","연립주택,다세대주택",,"1126.31","/",,,,,,,,,
"11710-444",,"송파구","송파동","141-28","총괄표제부","연립주택,다세대주택",,"1126.31","/",,,,,,,,,
"11710-17475",,"송파구","송파동","141-29","표제부","연립주택","철근콘크리트구조","1994.04","3/1","1122.3","498.51","46.02","133.25","철근콘크리트조","평스라브","19891101","19891127","19900716"
"11710-15701",,"송파구","송파동","142","일반건축물","근린생활시설, 주택","철근콘크리트구조","490.76","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19880607",,"19881117"
"11710-16055",,"송파구","송파동","142-1","일반건축물","근린생활시설","철근콘크리트구조","594.52","5/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19830221",,"19840906"
"11710-100522782","재영빌딩","송파구","송파동","142-2","일반건축물","제1종근린생활시설","철근콘크리트구조","1355.96","7/1","391.9","195.49","49.88","249.84","철근콘크리트구조","평스라브","20171127","20180122","20181026"
"11710-100522782","재영빌딩","송파구","송파동","142-2","일반건축물","제1종근린생활시설","철근콘크리트구조","1355.96","7/1","391.9","195.49","49.88","249.84","철근콘크리트구조","평스라브","20171127","20180122","20181026"
"11710-7533","이영빌딩","송파구","송파동","142-3","일반건축물","근린생활시설외 2","철근콘크리트구조","1801.38","6/1","482.3","238.2","49.38","296.33","철근콘크리트조","평스라브","19910820","19921231","19940620"
"11710-13902",,"송파구","송파동","142-4","일반건축물","근린생활시설","철근콘크리트구조","806.2","4/1","313.4","155.15","49.5","197.84","철근콘크리트조","평스라브","19920820",,"19921106"
"11710-23625",,"송파구","송파동","142-5","일반건축물","근린생활시설,","철근콘크리트구조","899.55","4/1","0","0","0","0","철근콘크리트조","평스라브","19850702",,"19851026"
"11710-401",,"송파구","송파동","142-8","총괄표제부","업무시설, 제1종 근린생활시설, 제2종 근린생활시설",,"2002.56","/",,,,,,,,,
"11710-7002",,"송파구","송파동","142-9","일반건축물","근린생활시설","철근콘크리트구조","893.68","4/1","436.6","202.64","46.41","158.27","철근콘크리트조, 세멘벽돌조","경량철골위슁글마감","19860207","19890928","19860828"
"11710-1091",,"송파구","송파동","142-11","일반건축물","근린생활시설","벽돌구조","153","1/0","0","0","0","0","벽돌구조","세멘기와,","198410",,"19841210"
"11710-6541",,"송파구","송파동","142-13","표제부","공동주택(다세대주택)","철근콘크리트구조","443.11","5/0","238.1","118.86","49.92","186.1","철근콘크리트구조","(철근)콘크리트,평스라브","20040112","20040506","20040913"
"11710-100561334",,"송파구","송파동","142-14","표제부","공동주택","철근콘크리트구조","346.37","5/0","198.3","97.34","49.09","174.67","철근콘크리트구조","경사지붕","20210601","20210710","20220126"
"11710-20313","성준에버빌","송파구","송파동","142-15","표제부","공동주택","철근콘크리트구조","418.84","5/0","198.4","118.32","59.64","211.1","철근콘크리트구조","평스라브","20020424","20040514","20041214"
"11710-17635",,"송파구","송파동","142-16","일반건축물","근린생활시설","철근콘크리트구조","405.06","3/1","0","0","0","0","철근콘크리트조","스라브","19871110",,"19880329"
"11710-18739",,"송파구","송파동","142-17","일반건축물","근린생활시설, 주택","철근콘크리트구조","393.68","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19871028",,"19880325"
"11710-19854",,"송파구","송파동","142-18","일반건축물","주택,","철근콘크리트구조","589.26","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19871029",,"19880328"
"11710-100534555","천광하우스","송파구","송파동","142-19","표제부","공동주택(다세대주택)","철근콘크리트구조","314.46","5/0","182.4","90.89","49.83","172.4","철근콘크리트구조","경사지붕","20200205","20200311","20200526"
"11710-100467841",,"송파구","송파동","143","표제부","공동주택(다세대주택)","철근콘크리트구조","449.84","5/0","227.8","136.12","59.75","197.47","철근콘크리트구조","평지붕","20140807","20140901","20150331"
"11710-100480003","동광팰리스","송파구","송파동","143-1","총괄표제부","도시형생활주택(단지형다세대),제2종근린생활시설",,"1044.35","/",,,,,,,,,
"11710-4112",,"송파구","송파동","143-2","일반건축물","근린생활시설외1","철근콘크리트구조","2131.96","5/1","862.4","422.26","48.93","199.92","철근콘크리트조외1","평스라브","19830920",,"19840504"
